x,y
Education is an important medium of acquiring skills and knowledge.,CareerAndEducation
This debate on telly is heating up.,FilmAndTV
I love to play football.,Sport
The leading nations of the world are afraid of an uncontrollable security breach if they allowed the Syrian refugees within their respective borders.,Politics
Some people are good at different sports.,Sport
"Don't drop this in water, it will harm the circuit.",Food
My best friend was fired from his firm today.,Friendship
I had stomach ulcers last month.,Health
My partner just told me that there's no love left between us.,Partner
I have been told to do a certification course in computers by my company.,Technology
There are other restaurants we could go too!,Food
My handwriting is very difficult to read.,CareerAndEducation
I've got no choice but to fight with my boss now!,Colleagues
My husband showed up late to his own party and ruined the whole mood.,Partner
I want to try out pork pudding at home.,Food
My boss is scolding me.,Colleagues
It has been predicted that robots will emerge on their own in the future.,Technology
Politicians like to put up a show and we believe everything. Exactly like in a magic show.,Politics
Football is a game of endurance.,Sport
I love working with my new colleagues.,Colleagues
Are you in touch with your music teacher?,Music
How old is your colleague?,Colleagues
He gave me a can of worm as bait for fish!,Food
My friend complaints of loneliness.,Friendship
Cricket is the most entertaining sport.,Sport
I miss my best friend and I want to meet her today.,Food
"Sometimes, talking to friends makes my day.",Friendship
I cannot achieve my career goals.,CareerAndEducation
What kind of music do you like?,Music
What are the major frustrations of this job?,CareerAndEducation
The Political party have promised jobs to the youth,Politics
I feel that my diploma is really useless.,CareerAndEducation
I have managed to control my split hair ends.,Health
The president has a lot on his shoulders.,Politics
My sister is probably because I couldn't gift her the phone as I promised her!,Technology
I have been diagnosed with tumour!,Health
How can one go about improving their voice?,Music
I walked a kilometre today as a healthy choice.,Health
Rick insisted on going to the ice cream parlour!,Food
My boss is such an intolerable person!,Colleagues
There is so much diversity at my workplace.,CareerAndEducation
"When the city helps build a new sports stadium, who benefits the most - the team, the city, the nearby businesses, or the sports fans?",Sport
People lose all their inhibitions when they are drunk.,Food
I need to start eating fruits,Food
Her skills are that of an era defining genius.,FilmAndTV
How can we win the war against terrorism?,Politics
I missed some days at the gym and I want to overcome it!,Sport
I promised my mum that I would quit smoking.,Family
Relationship is based on certain rules and diet routine.,Food
They generally don't allow matches during rainy season.,Money
I won a gold medal for swimming in my school.,Sport
"Under the management of Sir Matt Busby, Manchester United became the first English football club to win the European Cup",Sport
I grew up with my friends and have lived my life as much as I have myself.,Friendship
Why do people take medication for every slightest cause?,Health
I love products which helps you get proteins.,Food
I got diagnosed with cancer.,Health
My boss works so hard to keep out company up and running.,Colleagues
I like having scrambled eggs for breakfast!,Food
Rich people have costly phones.,Technology
He is probably the most regular person in our gym!,Sport
My parents didn't call.,Family
I told my husband about his alarm clock when he returned.,Partner
Some people find Pepsi real strong.,Food
I don't know if my family will accept my homosexuality.,Family
I want to choose both cricket and football.,Sport
My friends wrote to me.,Friendship
Richness brings with it a lot privilege.,Money
I watch five movies a day. Is it bad?,FilmAndTV
It's upsetting to hear that she isn't paid enough!,Money
I have a tough time deciding which is my favourite music band of all time.,Music
I had a huge crush on her ever since I met her!,Partner
My uncle introduced me to rock music.,Music
My boyfriend ran out of the house to fetch little Julian.,Partner
Some songs are very emotional for me.,Music
We went out for a couple of drinks.,Food
Bill Gates developed MS Word on which I’m working now!,Money
I aim to be an expert in the field of epistemology.,CareerAndEducation
I enjoy listening to music all the time.,Music
My colleague suggested taking a baking class for fun.,Colleagues
I got bit by a spider when I was a child.,Family
People are willing to use virtual agents.,Technology
I had to take the dog to the vet.,Health
It takes long to work on television shows.,Technology
Why is our boss so hot tempered?,Colleagues
I had the Pie and Mash last month.,Food
Uncle says to aunt that she couldn't handle heavy things while shifting.,Family
I didn't get time to buy furniture for my new house yet.,Money
The leaflet has been produced with the aim of increasing public awareness of the disease.,Health
The projector was placed tin the classroom to show the video to the students!,FilmAndTV
I hate it when people indulge in politics to bring the other person down.,Politics
My mother was a good cook.,Food
"Finally, I found out that one who back stabbed me was none other than my best friend.",Friendship
I took the wrong pill today.,Health
Every thing is part of politics for politicians.,Politics
Do you have a favourite athlete?,Sport
"I should take care of my granny, during her old age.",Family
My new job gives me more autonomy than the previous one.,CareerAndEducation
I have been listening to Hip-Hop lately.,Music
My parents said over the phone that they want to see my face.,Technology
It's Easter tomorrow and my sister's order from Amazon has still not arrived!,Technology
It will take a lifetime for me to use all kinds of technologies and get a hang of them.,Technology
Is it necessary to know current affairs?,Politics
What should I eat for dinner today?,Food
I have introduced my partner to my family.,Partner
I decided to invest my money in a venture as I promised but withdrew all of it at the last.,Money
